Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30,83.089996,83.209999,81.059998,81.070000,74.675865,5483500
2018-05-01,80.680000,80.930000,78.690002,79.070000,72.833618,6306100
2018-05-02,78.680000,79.389999,78.459999,78.830002,72.612549,5166300
2018-05-03,78.650002,78.699997,77.440002,78.040001,71.884857,4469300
2018-05-04,77.419998,78.620003,77.089996,78.400002,72.216454,3367500
2018-05-07,78.410004,79.260002,78.230003,78.629997,72.428314,3722600
2018-05-08,78.480003,78.900002,78.169998,78.879997,72.658623,4591700
2018-05-09,78.959999,79.650002,78.449997,79.269997,73.017830,3325200
2018-05-10,79.459999,81.169998,79.410004,80.860001,74.482437,3718400
2018-05-11,81.150002,82.449997,81.019997,82.449997,75.947037,4393800
2018-05-14,82.599998,83.320000,82.500000,83.070000,76.518120,4739700
2018-05-15,82.720001,82.940002,81.830002,82.209999,75.725937,3662700
2018-05-16,81.800003,81.949997,80.959999,81.180000,75.292816,3614500
2018-05-17,81.040001,81.839996,81.029999,81.660004,75.738029,2808400
2018-05-18,81.489998,82.290001,81.489998,82.070000,76.118294,4002300
2018-05-21,82.290001,82.540001,81.669998,81.830002,75.895691,2505900
2018-05-22,82.139999,82.889999,81.809998,82.220001,76.257408,2620700
2018-05-23,81.709999,82.919998,81.610001,82.680000,76.684052,2516900
2018-05-24,82.709999,82.790001,82.099998,82.709999,76.711868,2481800
2018-05-25,82.790001,83.470001,82.589996,82.769997,76.767509,2338100
2018-05-29,82.110001,82.620003,81.650002,82.440002,76.461456,3459300
2018-05-30,82.919998,84.019997,82.910004,83.860001,77.778473,3475400
2018-05-31,83.879997,85.110001,83.680000,85.040001,78.872902,9526400
2018-06-01,85.199997,85.680000,84.559998,84.849998,78.696678,4057700
2018-06-04,84.650002,85.519997,84.360001,85.070000,78.900719,4263100
2018-06-05,85.250000,85.699997,84.540001,84.820000,78.668839,3667600
2018-06-06,84.879997,85.930000,84.660004,85.930000,79.698334,2720100
2018-06-07,86.199997,86.320000,85.320000,85.879997,79.651970,3123600
2018-06-08,85.830002,86.419998,85.430000,86.080002,79.837494,3172300
2018-06-11,86.309998,86.779999,85.809998,85.860001,79.633430,3506900
2018-06-12,85.760002,86.019997,85.449997,85.489998,79.290268,3016900
2018-06-13,85.760002,86.379997,85.599998,85.720001,79.503571,3052100
2018-06-14,85.669998,86.459999,85.169998,86.349998,80.087898,3115100
2018-06-15,86.129997,87.269997,86.099998,86.879997,80.579453,5575200
2018-06-18,85.980003,86.150002,85.010002,86.110001,79.865311,2903900
2018-06-19,85.889999,86.870003,85.669998,86.820000,80.523796,3044500
2018-06-20,86.739998,87.160004,86.199997,86.279999,80.022957,4675500
2018-06-21,85.820000,86.279999,85.190002,86.070000,79.828209,2856400
2018-06-22,86.019997,86.400002,85.809998,85.919998,79.689072,3769500
2018-06-25,86.000000,86.610001,85.120003,85.769997,79.549957,3414100
2018-06-26,85.540001,86.000000,84.959999,85.110001,78.937813,2840600
2018-06-27,84.910004,85.599998,84.639999,84.669998,78.529739,3005400
2018-06-28,84.849998,85.959999,84.809998,85.489998,79.290268,2564600
2018-06-29,85.839996,86.099998,85.129997,85.330002,79.141869,2964000
2018-07-02,85.059998,85.930000,84.709999,85.860001,79.633430,2347000
2018-07-03,85.809998,87.019997,85.809998,86.510002,80.236305,2163500
2018-07-05,86.910004,87.190002,86.129997,86.559998,80.282677,2675500
2018-07-06,86.830002,87.709999,86.820000,87.389999,81.052460,2290500
2018-07-09,87.599998,88.330002,87.519997,87.870003,81.497673,2718300
2018-07-10,88.080002,88.230003,87.669998,88.050003,81.664612,2227200
2018-07-11,87.769997,88.070000,87.199997,87.559998,81.210136,2449500
2018-07-12,88.099998,88.989998,87.919998,88.910004,82.462250,2604500
2018-07-13,88.830002,89.870003,88.540001,89.709999,83.204231,3335000
2018-07-16,89.629997,89.839996,88.839996,89.070000,82.610649,3175200
2018-07-17,89.360001,89.970001,89.339996,89.570000,83.074387,2179400
2018-07-18,89.599998,90.129997,89.070000,90.029999,83.500999,3021400
2018-07-19,89.830002,89.980003,88.870003,89.430000,82.944527,3171000
2018-07-20,89.019997,89.370003,88.260002,88.470001,82.054146,3829800
2018-07-23,88.300003,89.160004,88.169998,88.879997,82.434418,3145300
2018-07-24,91.059998,93.760002,90.000000,93.349998,86.580254,9910000
2018-07-25,93.160004,96.650002,93.029999,96.430000,89.436897,8476800
2018-07-26,96.639999,96.959999,94.830002,95.180000,88.277542,4826100
2018-07-27,95.650002,96.959999,95.019997,96.599998,89.594574,3975500
2018-07-30,96.379997,98.120003,96.250000,98.019997,90.911598,5356000
2018-07-31,98.250000,99.199997,97.529999,98.809998,91.644302,4957800
2018-08-01,98.739998,99.349998,98.440002,98.699997,91.542267,4971800
2018-08-02,97.949997,100.389999,97.839996,99.470001,92.256432,4321000
2018-08-03,99.180000,100.690002,98.879997,100.580002,93.285927,4572100
2018-08-06,100.400002,102.589996,100.220001,102.000000,94.602959,5090900
2018-08-07,101.790001,103.809998,101.680000,101.940002,94.547333,5095100
2018-08-08,101.849998,102.669998,101.430000,102.269997,94.853371,3901600
2018-08-09,102.059998,102.720001,101.919998,102.190002,94.779175,3298100
2018-08-10,102.150002,103.190002,101.989998,102.250000,94.834824,2783800
2018-08-13,102.449997,102.680000,102.120003,102.440002,95.011055,2816400
2018-08-14,101.769997,102.839996,101.269997,102.440002,95.536102,3283900
2018-08-15,102.279999,103.440002,102.080002,103.330002,96.366119,3143200
2018-08-16,103.250000,104.940002,103.250000,104.360001,97.326698,4427200
2018-08-17,104.430000,105.919998,103.959999,105.550003,98.436508,3824300
2018-08-20,105.580002,106.379997,105.580002,105.820000,98.688301,2765500
2018-08-21,106.019997,106.129997,104.720001,105.070000,97.988846,2775500
2018-08-22,104.800003,105.629997,104.150002,105.029999,97.951553,1964400
2018-08-23,104.989998,105.250000,104.389999,104.820000,97.755714,2043400
2018-08-24,105.570000,106.040001,104.529999,105.769997,98.641663,3089900
2018-08-27,106.150002,106.489998,104.940002,105.110001,98.026176,2452500
2018-08-28,105.029999,105.589996,104.589996,105.180000,98.091446,2516800
2018-08-29,104.400002,105.589996,104.279999,105.330002,98.231331,2949500
2018-08-30,105.180000,105.739998,104.940002,105.480003,98.371223,2928600
2018-08-31,105.139999,105.860001,104.470001,105.650002,98.529755,3278900
2018-09-04,105.309998,105.699997,104.379997,104.620003,97.569176,3107000
2018-09-05,104.849998,106.110001,104.699997,105.720001,98.595062,3366600
2018-09-06,105.669998,105.750000,103.660004,105.370003,98.268654,3180700
2018-09-07,105.150002,107.239998,104.800003,107.029999,99.816757,3822900
2018-09-10,107.500000,107.839996,106.389999,106.419998,99.247871,2950800
2018-09-11,106.410004,106.620003,105.519997,105.639999,98.520439,3516400
2018-09-12,105.809998,106.489998,105.510002,105.970001,98.828194,3926000
2018-09-13,106.160004,106.709999,105.820000,106.580002,99.397087,5167400
2018-09-14,106.570000,106.690002,105.400002,105.769997,98.641663,3103100
2018-09-17,105.610001,106.769997,105.050003,105.709999,98.585732,4972200
2018-09-18,105.870003,107.190002,105.110001,106.879997,99.676880,3668800
2018-09-19,106.879997,107.070000,105.500000,105.739998,98.613716,3270400
2018-09-20,105.720001,106.110001,104.220001,106.070000,98.921463,3762000
2018-09-21,106.230003,106.870003,105.349998,106.330002,99.163948,5333700
2018-09-24,105.949997,106.669998,105.589996,105.589996,98.473801,3095500
2018-09-25,106.010002,106.760002,105.540001,105.699997,98.576393,3775700
2018-09-26,106.059998,107.370003,106.010002,106.309998,99.145279,3707300
2018-09-27,106.489998,107.169998,106.209999,106.690002,99.499687,2093700
2018-09-28,106.769997,107.739998,106.300003,107.309998,100.077896,2812300
2018-10-01,107.669998,107.709999,107.029999,107.599998,100.348351,2707500
2018-10-02,107.500000,108.139999,107.190002,107.959999,100.684074,3787900
2018-10-03,108.470001,109.610001,108.239998,108.620003,101.299622,5097200
2018-10-04,113.620003,115.680000,111.040001,112.989998,105.375084,10940700
2018-10-05,114.089996,115.449997,114.089996,115.019997,107.268272,8330300
2018-10-08,114.849998,116.610001,114.769997,115.459999,107.678612,6002300
2018-10-09,115.089996,116.000000,114.230003,115.449997,107.669289,4716000
2018-10-10,114.959999,115.370003,113.250000,113.339996,105.701500,5602900
2018-10-11,113.089996,113.320000,106.580002,107.910004,100.637466,7226300
2018-10-12,109.000000,111.019997,108.430000,110.480003,103.034241,4519100
2018-10-15,110.500000,111.809998,109.980003,110.620003,103.164803,3884700
2018-10-16,110.839996,111.220001,109.930000,111.029999,103.547173,4192800
2018-10-17,110.980003,113.769997,110.860001,113.589996,105.934654,4402100
2018-10-18,113.930000,114.250000,112.410004,113.309998,105.673531,3619600
2018-10-19,112.879997,113.360001,110.660004,111.919998,104.377205,4224000
2018-10-22,112.000000,112.720001,111.370003,112.029999,104.479782,2938300
2018-10-23,110.699997,111.459999,109.059998,110.389999,102.950317,3757000
2018-10-24,110.220001,111.150002,106.190002,106.320000,99.154617,6739400
2018-10-25,106.430000,108.820000,104.169998,107.889999,100.618805,4114800
2018-10-26,107.050003,107.470001,105.059998,106.389999,99.219902,4464500
2018-10-29,107.449997,109.080002,106.300003,107.400002,100.161827,3587800
2018-10-30,107.230003,108.510002,107.080002,108.339996,101.038460,3325900
2018-10-31,109.589996,110.430000,108.349998,108.440002,101.131737,4349200
2018-11-01,108.739998,109.230003,107.330002,107.860001,100.590820,3639400
2018-11-02,108.139999,108.389999,105.930000,106.750000,99.555641,3577200
2018-11-05,110.430000,112.080002,109.760002,110.139999,102.717171,7368600
2018-11-06,109.000000,109.300003,104.949997,105.900002,98.762924,6803700
2018-11-07,106.849998,110.779999,106.720001,109.720001,102.325478,5875400
2018-11-08,109.489998,110.940002,109.010002,110.099998,102.679855,3666300
2018-11-09,110.419998,112.540001,109.699997,112.209999,104.647652,5054400
2018-11-12,112.260002,114.709999,112.260002,113.199997,105.570946,5078900
2018-11-13,114.250000,114.250000,111.830002,112.389999,104.815529,4239700
2018-11-14,112.360001,112.650002,109.739998,109.809998,102.925003,5392800
2018-11-15,109.180000,112.230003,108.540001,112.199997,105.165138,4796800
2018-11-16,111.680000,114.300003,111.669998,113.830002,106.692940,4766400
2018-11-19,113.000000,116.099998,113.000000,115.809998,108.548798,4869800
2018-11-20,114.879997,116.199997,114.320000,114.720001,107.527138,4877300
2018-11-21,114.279999,114.279999,112.129997,112.230003,105.193275,3619700
2018-11-23,111.860001,113.809998,111.400002,112.870003,105.793137,1897000
2018-11-26,111.260002,113.599998,110.970001,112.379997,105.333839,3296200
2018-11-27,112.279999,114.250000,111.709999,114.220001,107.058495,3263200
2018-11-28,114.730003,115.830002,113.760002,115.529999,108.286339,4814500
2018-11-29,115.300003,117.930000,114.970001,117.000000,109.664177,4688300
2018-11-30,117.610001,118.709999,116.220001,118.639999,111.201370,8965600
2018-12-03,118.639999,118.690002,117.540001,118.519997,111.088890,4290100
2018-12-04,118.650002,119.839996,116.320000,116.519997,109.214279,5676600
2018-12-06,115.320000,115.989998,112.980003,115.839996,108.576912,5064400
2018-12-07,115.529999,115.779999,112.769997,113.580002,106.458603,4128100
2018-12-10,113.599998,114.650002,111.019997,114.089996,106.936630,3832600
2018-12-11,114.839996,115.620003,113.919998,114.500000,107.320930,3806800
2018-12-12,115.480003,115.739998,114.269997,114.339996,107.170975,3758800
2018-12-13,114.620003,115.150002,113.839996,114.860001,107.658356,3609900
2018-12-14,114.290001,114.580002,111.239998,111.930000,104.912079,5306100
2018-12-17,111.209999,111.300003,107.720001,108.360001,101.565910,6121700
2018-12-18,109.430000,109.660004,105.669998,106.500000,99.822525,6864400
2018-12-19,111.540001,111.540001,107.699997,109.110001,102.268867,8362800
2018-12-20,109.099998,110.160004,108.120003,109.290001,102.437592,8362300
2018-12-21,109.290001,111.510002,108.680000,109.419998,102.559441,13154500
2018-12-24,109.349998,109.410004,106.629997,106.750000,100.056862,3284000
2018-12-26,106.760002,111.089996,106.430000,111.089996,104.124741,3792400
2018-12-27,110.239998,112.900002,108.730003,112.889999,105.811882,4101600
2018-12-28,113.400002,115.089996,112.589996,114.199997,107.039749,3984000
2018-12-31,114.339996,115.849998,114.239998,115.720001,108.464447,2731000
2019-01-02,114.790001,115.430000,112.750000,114.879997,107.677094,4247100
2019-01-03,114.720001,114.739998,111.099998,111.309998,104.330940,4203300
